composite,scientific_name,ebird_code,common_name,alpha
Serpophaga griseicapilla_Straneck's Tyrannulet,Serpophaga griseicapilla,gyctyr2,Straneck's Tyrannulet,
Serpophaga hypoleuca_River Tyrannulet,Serpophaga hypoleuca,rivtyr1,River Tyrannulet,
Serpophaga munda_White-bellied Tyrannulet,Serpophaga munda,,,
Serpophaga nigricans_Sooty Tyrannulet,Serpophaga nigricans,sootyr1,Sooty Tyrannulet,
Serpophaga subcristata_White-crested Tyrannulet,Serpophaga subcristata,y01036,White-crested Tyrannulet,
Setopagis parvula_Little Nightjar,Setopagis parvula,litnig1,Little Nightjar,
Setophaga adelaidae_Adelaide's Warbler,Setophaga adelaidae,adewar1,Adelaide's Warbler,ADWA
Setophaga americana_Northern Parula,Setophaga americana,norpar,Northern Parula,NOPA
Setophaga caerulescens_Black-throated Blue Warbler,Setophaga caerulescens,btbwar,Black-throated Blue Warbler,BTBW
Setophaga castanea_Bay-breasted Warbler,Setophaga castanea,babwar,Bay-breasted Warbler,BBWA
Setophaga cerulea_Cerulean Warbler,Setophaga cerulea,cerwar,Cerulean Warbler,CERW
Setophaga chrysoparia_Golden-cheeked Warbler,Setophaga chrysoparia,gchwar,Golden-cheeked Warbler,GCWA
Setophaga citrina_Hooded Warbler,Setophaga citrina,hoowar,Hooded Warbler,HOWA
Setophaga coronata_Yellow-rumped Warbler,Setophaga coronata,yerwar,Yellow-rumped Warbler,YRWA
Setophaga discolor_Prairie Warbler,Setophaga discolor,prawar,Prairie Warbler,PRAW
Setophaga dominica_Yellow-throated Warbler,Setophaga dominica,yetwar,Yellow-throated Warbler,YTWA
Setophaga fusca_Blackburnian Warbler,Setophaga fusca,bkbwar,Blackburnian Warbler,BLBW
Setophaga graciae_Grace's Warbler,Setophaga graciae,grawar,Grace's Warbler,GRWA
Setophaga kirtlandii_Kirtland's Warbler,Setophaga kirtlandii,kirwar,Kirtland's Warbler,KIWA
Setophaga magnolia_Magnolia Warbler,Setophaga magnolia,magwar,Magnolia Warbler,MAWA
Setophaga nigrescens_Black-throated Gray Warbler,Setophaga nigrescens,btywar,Black-throated Grey Warbler,BTYW
Setophaga occidentalis_Hermit Warbler,Setophaga occidentalis,herwar,Hermit Warbler,HEWA
Setophaga palmarum_Palm Warbler,Setophaga palmarum,palwar,Palm Warbler,PAWA
Setophaga pensylvanica_Chestnut-sided Warbler,Setophaga pensylvanica,chswar,Chestnut-sided Warbler,CSWA
Setophaga petechia_Yellow Warbler,Setophaga petechia,yelwar,Mangrove Warbler,YEWA
Setophaga pinus_Pine Warbler,Setophaga pinus,pinwar,Pine Warbler,PIWA
Setophaga pitiayumi_Tropical Parula,Setophaga pitiayumi,tropar,Tropical Parula,TRPA
Setophaga pityophila_Olive-capped Warbler,Setophaga pityophila,olcwar1,Olive-capped Warbler,OCAW
Setophaga ruticilla_American Redstart,Setophaga ruticilla,amered,American Redstart,AMRE
Setophaga striata_Blackpoll Warbler,Setophaga striata,bkpwar,Blackpoll Warbler,BLPW
Setophaga tigrina_Cape May Warbler,Setophaga tigrina,camwar,Cape May Warbler,CMWA
Setophaga townsendi_Townsend's Warbler,Setophaga townsendi,towwar,Townsend's Warbler,TOWA
Setophaga virens_Black-throated Green Warbler,Setophaga virens,btnwar,Black-throated Green Warbler,BTNW
Sheppardia gunningi_East Coast Akalat,Sheppardia gunningi,eacaka1,East Coast Akalat,
Sheppardia sharpei_Sharpe's Akalat,Sheppardia sharpei,shaaka1,Sharpe's Akalat,
Sholicola albiventris_White-bellied Sholakili,Sholicola albiventris,whbsho3,White-bellied Blue Robin,
Sholicola major_Nilgiri Sholakili,Sholicola major,whbsho1,Nilgiri Blue Robin,
Sialia currucoides_Mountain Bluebird,Sialia currucoides,moublu,Mountain Bluebird,MOBL
Sialia mexicana_Western Bluebird,Sialia mexicana,wesblu,Western Bluebird,WEBL
Sialia sialis_Eastern Bluebird,Sialia sialis,easblu,Eastern Bluebird,EABL
Sicalis auriventris_Greater Yellow-Finch,Sicalis auriventris,gryfin2,Greater Yellow Finch,
Sicalis citrina_Stripe-tailed Yellow-Finch,Sicalis citrina,styfin1,Stripe-tailed Yellow Finch,
Sicalis flaveola_Saffron Finch,Sicalis flaveola,saffin,Saffron Finch,SAFI
Sicalis lebruni_Patagonian Yellow-Finch,Sicalis lebruni,payfin1,Patagonian Yellow Finch,
Sicalis luteocephala_Citron-headed Yellow-Finch,Sicalis luteocephala,chyfin1,Citron-headed Yellow Finch,
Sicalis luteola_Grassland Yellow-Finch,Sicalis luteola,gryfin1,Grassland Yellow Finch,GRYF
Sicalis olivascens_Greenish Yellow-Finch,Sicalis olivascens,gryfin3,Greenish Yellow Finch,
Sicalis uropygialis_Bright-rumped Yellow-Finch,Sicalis uropygialis,bryfin1,Bright-rumped Yellow Finch,
Sinosuthora webbiana_Vinous-throated Parrotbill,Sinosuthora webbiana,,,
Siphonorhis brewsteri_Least Pauraque,Siphonorhis brewsteri,leapau1,Least Poorwill,LEPA
Sipia berlepschi_Stub-tailed Antbird,Sipia berlepschi,sttant3,Stub-tailed Antbird,
Sipia laemosticta_Dull-mantled Antbird,Sipia laemosticta,dumant1,Dull-mantled Antbird,DMAN
Sipia nigricauda_Esmeraldas Antbird,Sipia nigricauda,esmant1,Esmeraldas Antbird,
Sipia palliata_Magdalena Antbird,Sipia palliata,dumant3,Magdalena Antbird,
Siren_Siren,Siren,,,
Sirystes albocinereus_White-rumped Sirystes,Sirystes albocinereus,whrsir1,White-rumped Sirystes,
Sirystes albogriseus_Choco Sirystes,Sirystes albogriseus,siryst3,Choco Sirystes,CHSI
Sirystes sibilator_Sibilant Sirystes,Sirystes sibilator,sibsir1,Sibilant Sirystes,
Sitta canadensis_Red-breasted Nuthatch,Sitta canadensis,rebnut,Red-breasted Nuthatch,RBNU
Sitta carolinensis_White-breasted Nuthatch,Sitta carolinensis,whbnut,White-breasted Nuthatch,WBNU
Sitta cinnamoventris_Chestnut-bellied Nuthatch,Sitta cinnamoventris,chbnut3,Chestnut-bellied Nuthatch,
Sitta europaea_Eurasian Nuthatch,Sitta europaea,eurnut2,Eurasian Nuthatch,
Sitta frontalis_Velvet-fronted Nuthatch,Sitta frontalis,vefnut1,Velvet-fronted Nuthatch,
Sitta himalayensis_White-tailed Nuthatch,Sitta himalayensis,whtnut1,White-tailed Nuthatch,
Sitta krueperi_Krüper's Nuthatch,Sitta krueperi,krunut1,Krüper's Nuthatch,
Sitta magna_Giant Nuthatch,Sitta magna,gianut1,Giant Nuthatch,
Sitta nagaensis_Chestnut-vented Nuthatch,Sitta nagaensis,chvnut1,Chestnut-vented Nuthatch,
Sitta neumayer_Western Rock Nuthatch,Sitta neumayer,rocnut1,Western Rock Nuthatch,
Sitta pusilla_Brown-headed Nuthatch,Sitta pusilla,bnhnut,Brown-headed Nuthatch,BHNU
Sitta pygmaea_Pygmy Nuthatch,Sitta pygmaea,pygnut,Pygmy Nuthatch,PYNU
Sitta tephronota_Eastern Rock Nuthatch,Sitta tephronota,pernut1,Eastern Rock Nuthatch,
Sitta villosa_Snowy-browed Nuthatch,Sitta villosa,snbnut1,Chinese Nuthatch,
Sitta whiteheadi_Corsican Nuthatch,Sitta whiteheadi,cornut1,Corsican Nuthatch,
Sitta yunnanensis_Yunnan Nuthatch,Sitta yunnanensis,yunnut1,Yunnan Nuthatch,
Sittasomus griseicapillus_Olivaceous Woodcreeper,Sittasomus griseicapillus,oliwoo1,Olivaceous Woodcreeper,OLWO
Sittiparus castaneoventris_Chestnut-bellied Tit,Sittiparus castaneoventris,vartit3,Chestnut-bellied Tit,
Sittiparus owstoni_Owston's Tit,Sittiparus owstoni,vartit4,Owston's Tit,
Sittiparus varius_Varied Tit,Sittiparus varius,vartit1,Varied Tit,
Smicrornis brevirostris_Weebill,Smicrornis brevirostris,weebil1,Weebill,
Smithornis capensis_African Broadbill,Smithornis capensis,afrbro1,African Broadbill,
Smithornis rufolateralis_Rufous-sided Broadbill,Smithornis rufolateralis,rusbro1,Rufous-sided Broadbill,
Snowornis subalaris_Gray-tailed Piha,Snowornis subalaris,gytpih1,Grey-tailed Piha,
Somateria mollissima_Common Eider,Somateria mollissima,comeid,Common Eider,COEI
Somateria spectabilis_King Eider,Somateria spectabilis,kineid,King Eider,KIEI
Spartonoica maluroides_Bay-capped Wren-Spinetail,Spartonoica maluroides,bcwspi1,Bay-capped Wren-Spinetail,
Spatula clypeata_Northern Shoveler,Spatula clypeata,norsho,Northern Shoveler,NSHO
Spatula cyanoptera_Cinnamon Teal,Spatula cyanoptera,cintea,Cinnamon Teal,CITE
Spatula discors_Blue-winged Teal,Spatula discors,buwtea,Blue-winged Teal,BWTE
Spatula platalea_Red Shoveler,Spatula platalea,redsho1,Red Shoveler,
Spatula puna_Puna Teal,Spatula puna,puntea1,Puna Teal,
Spatula querquedula_Garganey,Spatula querquedula,gargan,Garganey,GARG
Spea bombifrons_Plains Spadefoot,Spea bombifrons,,,
Spelaeornis caudatus_Rufous-throated Wren-Babbler,Spelaeornis caudatus,rtwbab1,Rufous-throated Wren-Babbler,
Spelaeornis oatesi_Chin Hills Wren-Babbler,Spelaeornis oatesi,chhwrb1,Chin Hills Wren-Babbler,
Spelaeornis troglodytoides_Bar-winged Wren-Babbler,Spelaeornis troglodytoides,bwwbab1,Bar-winged Wren-Babbler,
Spermestes cucullata_Bronze Mannikin,Spermestes cucullata,broman1,Bronze Mannikin,BRMA
Spermophaga haematina_Western Bluebill,Spermophaga haematina,wesblu1,Western Bluebill,
Sphecotheres vieilloti_Australasian Figbird,Sphecotheres vieilloti,ausfig1,Australasian Figbird,
Spheniscus demersus_African Penguin,Spheniscus demersus,jacpen1,African Penguin,
Spheniscus magellanicus_Magellanic Penguin,Spheniscus magellanicus,magpen1,Magellanic Penguin,
Sphenoeacus afer_Cape Grassbird,Sphenoeacus afer,capgra1,Cape Grassbird,
Sphenopsis frontalis_Oleaginous Hemispingus,Sphenopsis frontalis,olehem1,Oleaginous Hemispingus,
Sphenopsis melanotis_Black-eared Hemispingus,Sphenopsis melanotis,blehem1,Black-eared Hemispingus,
Sphyrapicus nuchalis_Red-naped Sapsucker,Sphyrapicus nuchalis,rensap,Red-naped Sapsucker,RNSA
Sphyrapicus ruber_Red-breasted Sapsucker,Sphyrapicus ruber,rebsap,Red-breasted Sapsucker,RBSA
Sphyrapicus thyroideus_Williamson's Sapsucker,Sphyrapicus thyroideus,wilsap,Williamson's Sapsucker,WISA
Sphyrapicus varius_Yellow-bellied Sapsucker,Sphyrapicus varius,yebsap,Yellow-bellied Sapsucker,YBSA
Spiloptila clamans_Cricket Longtail,Spiloptila clamans,crilon1,Cricket Warbler,
Spilornis cheela_Crested Serpent-Eagle,Spilornis cheela,crseag1,Crested Serpent Eagle,
Spilornis holospilus_Philippine Serpent-Eagle,Spilornis holospilus,phseag1,Philippine Serpent Eagle,
Spindalis zena_Western Spindalis,Spindalis zena,wesspi,Western Spindalis,WESP
Spinus atratus_Black Siskin,Spinus atratus,blasis1,Black Siskin,
Spinus barbatus_Black-chinned Siskin,Spinus barbatus,blcsis2,Black-chinned Siskin,
Spinus crassirostris_Thick-billed Siskin,Spinus crassirostris,thbsis1,Thick-billed Siskin,
Spinus cucullatus_Red Siskin,Spinus cucullatus,redsis1,Red Siskin,RESI
Spinus lawrencei_Lawrence's Goldfinch,Spinus lawrencei,lawgol,Lawrence's Goldfinch,LAGO
Spinus magellanicus_Hooded Siskin,Spinus magellanicus,hoosis1,Hooded Siskin,
Spinus notatus_Black-headed Siskin,Spinus notatus,blhsis1,Black-headed Siskin,BHSI
Spinus olivaceus_Olivaceous Siskin,Spinus olivaceus,olisis1,Olivaceous Siskin,
Spinus pinus_Pine Siskin,Spinus pinus,pinsis,Pine Siskin,PISI
Spinus psaltria_Lesser Goldfinch,Spinus psaltria,lesgol,Lesser Goldfinch,LEGO
Spinus spinescens_Andean Siskin,Spinus spinescens,andsis1,Andean Siskin,
Spinus spinus_Eurasian Siskin,Spinus spinus,eursis,Eurasian Siskin,EUSI
Spinus tristis_American Goldfinch,Spinus tristis,amegfi,American Goldfinch,AGOL
Spinus xanthogastrus_Yellow-bellied Siskin,Spinus xanthogastrus,yebsis1,Yellow-bellied Siskin,YBSI
Spiza americana_Dickcissel,Spiza americana,dickci,Dickcissel,DICK
Spizaetus isidori_Black-and-chestnut Eagle,Spizaetus isidori,baceag2,Black-and-chestnut Eagle,
Spizaetus melanoleucus_Black-and-white Hawk-Eagle,Spizaetus melanoleucus,bawhae1,Black-and-white Hawk-Eagle,BAWH
Spizaetus ornatus_Ornate Hawk-Eagle,Spizaetus ornatus,orheag1,Ornate Hawk-Eagle,ORHE
Spizaetus tyrannus_Black Hawk-Eagle,Spizaetus tyrannus,blheag1,Black Hawk-Eagle,BLHE
Spizella atrogularis_Black-chinned Sparrow,Spizella atrogularis,bkcspa,Black-chinned Sparrow,BCSP
Spizella breweri_Brewer's Sparrow,Spizella breweri,brespa,Brewer's Sparrow,BRSP
Spizella pallida_Clay-colored Sparrow,Spizella pallida,clcspa,Clay-colored Sparrow,CCSP
Spizella passerina_Chipping Sparrow,Spizella passerina,chispa,Chipping Sparrow,CHSP
Spizella pusilla_Field Sparrow,Spizella pusilla,fiespa,Field Sparrow,FISP
Spizella wortheni_Worthen's Sparrow,Spizella wortheni,worspa,Worthen's Sparrow,WOSP
Spizelloides arborea_American Tree Sparrow,Spizelloides arborea,amtspa,American Tree Sparrow,ATSP
Spiziapteryx circumcincta_Spot-winged Falconet,Spiziapteryx circumcincta,spwfal2,Spot-winged Falconet,
Spizixos canifrons_Crested Finchbill,Spizixos canifrons,crefin1,Crested Finchbill,
Spizixos semitorques_Collared Finchbill,Spizixos semitorques,colfin1,Collared Finchbill,
Spodiopsar cineraceus_White-cheeked Starling,Spodiopsar cineraceus,whcsta1,White-cheeked Starling,
Spodiopsar sericeus_Red-billed Starling,Spodiopsar sericeus,rebsta1,Red-billed Starling,
Spodiornis rusticus_Slaty Finch,Spodiornis rusticus,,,
Sporathraupis cyanocephala_Blue-capped Tanager,Sporathraupis cyanocephala,blctan2,Blue-capped Tanager,
Sporophila albogularis_White-throated Seedeater,Sporophila albogularis,whtsee1,White-throated Seedeater,
Sporophila angolensis_Chestnut-bellied Seed-Finch,Sporophila angolensis,cbsfin,Chestnut-bellied Seed Finch,
Sporophila atrirostris_Black-billed Seed-Finch,Sporophila atrirostris,bbsfin1,Black-billed Seed Finch,
Sporophila bouvreuil_Copper Seedeater,Sporophila bouvreuil,capsee1,Copper Seedeater,
Sporophila bouvronides_Lesson's Seedeater,Sporophila bouvronides,lessee2,Lesson's Seedeater,LESE
Sporophila caerulescens_Double-collared Seedeater,Sporophila caerulescens,docsee1,Double-collared Seedeater,
Sporophila castaneiventris_Chestnut-bellied Seedeater,Sporophila castaneiventris,chbsee1,Chestnut-bellied Seedeater,
Sporophila cinnamomea_Chestnut Seedeater,Sporophila cinnamomea,chesee1,Chestnut Seedeater,
Sporophila collaris_Rusty-collared Seedeater,Sporophila collaris,rucsee1,Rusty-collared Seedeater,
Sporophila corvina_Variable Seedeater,Sporophila corvina,varsee3,Variable Seedeater,VASE
Sporophila crassirostris_Large-billed Seed-Finch,Sporophila crassirostris,lbsfin1,Large-billed Seed Finch,LBSF
Sporophila falcirostris_Temminck's Seedeater,Sporophila falcirostris,temsee1,Temminck's Seedeater,
Sporophila fringilloides_White-naped Seedeater,Sporophila fringilloides,whnsee1,White-naped Seedeater,
Sporophila frontalis_Buffy-fronted Seedeater,Sporophila frontalis,bufsee1,Buffy-fronted Seedeater,
Sporophila funerea_Thick-billed Seed-Finch,Sporophila funerea,tbsfin1,Thick-billed Seed Finch,TBSF
Sporophila hypochroma_Rufous-rumped Seedeater,Sporophila hypochroma,rursee1,Rufous-rumped Seedeater,
Sporophila hypoxantha_Tawny-bellied Seedeater,Sporophila hypoxantha,tabsee1,Tawny-bellied Seedeater,
Sporophila intermedia_Gray Seedeater,Sporophila intermedia,grysee1,Grey Seedeater,
Sporophila leucoptera_White-bellied Seedeater,Sporophila leucoptera,whbsee1,White-bellied Seedeater,
Sporophila lineola_Lined Seedeater,Sporophila lineola,linsee1,Lined Seedeater,LISE
Sporophila luctuosa_Black-and-white Seedeater,Sporophila luctuosa,bawsee1,Black-and-white Seedeater,
Sporophila minuta_Ruddy-breasted Seedeater,Sporophila minuta,rubsee1,Ruddy-breasted Seedeater,RBSE
Sporophila morelleti_Morelet's Seedeater,Sporophila morelleti,whcsee1,Morelet's Seedeater,MOSE
Sporophila murallae_Caqueta Seedeater,Sporophila murallae,,,
Sporophila nigricollis_Yellow-bellied Seedeater,Sporophila nigricollis,yebsee1,Yellow-bellied Seedeater,YBSE
Sporophila nuttingi_Nicaraguan Seed-Finch,Sporophila nuttingi,nisfin1,Nicaraguan Seed Finch,NISF
Sporophila palustris_Marsh Seedeater,Sporophila palustris,marsee1,Marsh Seedeater,
Sporophila peruviana_Parrot-billed Seedeater,Sporophila peruviana,pabsee1,Parrot-billed Seedeater,
Sporophila pileata_Pearly-bellied Seedeater,Sporophila pileata,pebsee1,Pearly-bellied Seedeater,
Sporophila plumbea_Plumbeous Seedeater,Sporophila plumbea,plusee1,Plumbeous Seedeater,
Sporophila ruficollis_Dark-throated Seedeater,Sporophila ruficollis,datsee1,Dark-throated Seedeater,
Sporophila schistacea_Slate-colored Seedeater,Sporophila schistacea,slcsee1,Slate-colored Seedeater,SCSE
Sporophila simplex_Drab Seedeater,Sporophila simplex,drasee1,Drab Seedeater,
Sporophila telasco_Chestnut-throated Seedeater,Sporophila telasco,chtsee1,Chestnut-throated Seedeater,
Sporophila torqueola_Cinnamon-rumped Seedeater,Sporophila torqueola,whcsee2,Cinnamon-rumped Seedeater,CRSE
Sporopipes frontalis_Speckle-fronted Weaver,Sporopipes frontalis,spfwea1,Speckle-fronted Weaver,
Sporopipes squamifrons_Scaly Weaver,Sporopipes squamifrons,scawea1,Scaly-feathered Weaver,
Stachyris maculata_Chestnut-rumped Babbler,Stachyris maculata,chrbab1,Chestnut-rumped Babbler,
Stachyris nigriceps_Gray-throated Babbler,Stachyris nigriceps,gytbab1,Grey-throated Babbler,
Stachyris nigricollis_Black-throated Babbler,Stachyris nigricollis,bltbab1,Black-throated Babbler,
Stachyris poliocephala_Gray-headed Babbler,Stachyris poliocephala,gyhbab1,Grey-headed Babbler,
Stachyris strialata_Spot-necked Babbler,Stachyris strialata,spnbab1,Spot-necked Babbler,
Stachyris thoracica_White-bibbed Babbler,Stachyris thoracica,whbbab1,White-bibbed Babbler,
Stactolaema leucotis_White-eared Barbet,Stactolaema leucotis,whebar1,White-eared Barbet,
Stactolaema olivacea_Green Barbet,Stactolaema olivacea,,,
Stagonopleura bella_Beautiful Firetail,Stagonopleura bella,beafir1,Beautiful Firetail,
Staphida torqueola_Indochinese Yuhina,Staphida torqueola,indyuh1,Indochinese Yuhina,
Steatornis caripensis_Oilbird,Steatornis caripensis,oilbir1,Oilbird,OILB
Stelgidillas gracilirostris_Slender-billed Greenbul,Stelgidillas gracilirostris,slbgre1,Slender-billed Greenbul,
Stelgidopteryx ruficollis_Southern Rough-winged Swallow,Stelgidopteryx ruficollis,srwswa1,Southern Rough-winged Swallow,SRWS
Stelgidopteryx serripennis_Northern Rough-winged Swallow,Stelgidopteryx serripennis,nrwswa,Northern Rough-winged Swallow,NRWS
Stenostira scita_Fairy Flycatcher,Stenostira scita,faifly1,Fairy Flycatcher,
Stephanoaetus coronatus_Crowned Eagle,Stephanoaetus coronatus,crheag1,Crowned Eagle,
Stephanophorus diadematus_Diademed Tanager,Stephanophorus diadematus,diatan1,Diademed Tanager,
Stephanoxis lalandi_Green-crowned Plovercrest,Stephanoxis lalandi,plover3,Green-crowned Plovercrest,
Stephanoxis loddigesii_Purple-crowned Plovercrest,Stephanoxis loddigesii,plover4,Purple-crowned Plovercrest,
Stercorarius antarcticus_Brown Skua,Stercorarius antarcticus,brnsku3,Brown Skua,
Stercorarius longicaudus_Long-tailed Jaeger,Stercorarius longicaudus,lotjae,Long-tailed Jaeger,LTJA
Stercorarius maccormicki_South Polar Skua,Stercorarius maccormicki,sopsku1,South Polar Skua,SPSK
Stercorarius parasiticus_Parasitic Jaeger,Stercorarius parasiticus,parjae,Parasitic Jaeger,PAJA
Stercorarius pomarinus_Pomarine Jaeger,Stercorarius pomarinus,pomjae,Pomarine Jaeger,POJA
Stercorarius skua_Great Skua,Stercorarius skua,gresku1,Great Skua,GRSK
Sterna aurantia_River Tern,Sterna aurantia,rivter1,River Tern,
Sterna dougallii_Roseate Tern,Sterna dougallii,roster,Roseate Tern,ROST
Sterna forsteri_Forster's Tern,Sterna forsteri,forter,Forster's Tern,FOTE
Sterna hirundinacea_South American Tern,Sterna hirundinacea,soater1,South American Tern,
Sterna hirundo_Common Tern,Sterna hirundo,comter,Common Tern,COTE
Sterna paradisaea_Arctic Tern,Sterna paradisaea,arcter,Arctic Tern,ARTE
Sterna repressa_White-cheeked Tern,Sterna repressa,whcter1,White-cheeked Tern,
Sterna striata_White-fronted Tern,Sterna striata,whfter1,White-fronted Tern,
Sterna sumatrana_Black-naped Tern,Sterna sumatrana,blnter1,Black-naped Tern,
Sterna trudeaui_Snowy-crowned Tern,Sterna trudeaui,truter,Snowy-crowned Tern,
Sterna vittata_Antarctic Tern,Sterna vittata,antter1,Antarctic Tern,
Sternula albifrons_Little Tern,Sternula albifrons,litter1,Little Tern,LITE
Sternula antillarum_Least Tern,Sternula antillarum,leater1,Least Tern,LETE
Sternula saundersi_Saunders's Tern,Sternula saundersi,sauter2,Saunders's Tern,
Sternula superciliaris_Yellow-billed Tern,Sternula superciliaris,yebter2,Yellow-billed Tern,YBTE
Stigmatura budytoides_Greater Wagtail-Tyrant,Stigmatura budytoides,grwtyr1,Greater Wagtail-Tyrant,
Stigmatura napensis_Lesser Wagtail-Tyrant,Stigmatura napensis,lewtyr1,Lesser Wagtail-Tyrant,
Stilpnia cayana_Burnished-buff Tanager,Stilpnia cayana,bubtan2,Burnished-buff Tanager,
Stilpnia cyanicollis_Blue-necked Tanager,Stilpnia cyanicollis,blntan1,Blue-necked Tanager,
Stilpnia cyanoptera_Black-headed Tanager,Stilpnia cyanoptera,blhtan1,Black-headed Tanager,
Stilpnia heinei_Black-capped Tanager,Stilpnia heinei,blctan1,Black-capped Tanager,
Stilpnia larvata_Golden-hooded Tanager,Stilpnia larvata,gohtan1,Golden-hooded Tanager,GHOT
Stilpnia nigrocincta_Masked Tanager,Stilpnia nigrocincta,mastan1,Masked Tanager,
Stilpnia peruviana_Black-backed Tanager,Stilpnia peruviana,blbtan1,Black-backed Tanager,
Stilpnia preciosa_Chestnut-backed Tanager,Stilpnia preciosa,chbtan1,Chestnut-backed Tanager,
Stilpnia vitriolina_Scrub Tanager,Stilpnia vitriolina,scrtan1,Scrub Tanager,
Stiphrornis erythrothorax_Forest Robin,Stiphrornis erythrothorax,obfrob1,Orange-breasted Forest Robin,
Stipiturus malachurus_Southern Emuwren,Stipiturus malachurus,souemu1,Southern Emu-wren,
